topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
249,0,24,0.0,0.001643047853768741,0.0
160,0,38,0.0,0.00260149243513384,0.0
306,0,12,0.0,0.0008215239268843705,0.0
153,0,38,0.0,0.00260149243513384,0.0
144,0,36,0.0,0.0024645717806531116,0.0
245,0,24,0.0,0.001643047853768741,0.0
288,0,24,0.0,0.001643047853768741,0.0
360,0,7,0.0,0.00047922229068254944,0.0
18,0,101,0.0,0.006914493051276785,0.0
186,0,12,0.0,0.0008215239268843705,0.0
26,0,83,0.0,0.00568220716095023,0.0
162,0,31,0.0,0.0021222701444512907,0.0
84,0,33,0.0,0.002259190798932019,0.0
118,0,27,0.0,0.0018484288354898336,0.0
200,0,27,0.0,0.0018484288354898336,0.0
124,0,39,0.0,0.0026699527623742043,0.0
358,0,12,0.0,0.0008215239268843705,0.0
123,0,29,0.0,0.001985349489970562,0.0
189,0,18,0.0,0.0012322858903265558,0.0
106,0,33,0.0,0.002259190798932019,0.0
119,0,36,0.0,0.0024645717806531116,0.0
117,0,40,0.0,0.0027384130896145682,0.0
276,0,14,0.0,0.0009584445813650989,0.0
267,0,22,0.0,0.0015061271992880126,0.0
163,0,20,0.0,0.0013692065448072841,0.0
44,0,48,0.0,0.003286095707537482,0.0
43,0,64,0.0,0.004381460943383309,0.0
16,0,98,0.0,0.0067091120695556925,0.0
243,0,30,0.0,0.0020538098172109263,0.0
339,0,12,0.0,0.0008215239268843705,0.0
25,0,95,0.0,0.0065037310878346,0.0
228,0,22,0.0,0.0015061271992880126,0.0
148,0,39,0.0,0.0026699527623742043,0.0
231,0,18,0.0,0.0012322858903265558,0.0
207,0,18,0.0,0.0012322858903265558,0.0
83,0,44,0.0,0.0030122543985760253,0.0
196,0,23,0.0,0.0015745875265283768,0.0
152,0,30,0.0,0.0020538098172109263,0.0
187,0,29,0.0,0.001985349489970562,0.0
214,0,20,0.0,0.0013692065448072841,0.0
350,0,10,0.0,0.0006846032724036421,0.0
357,0,12,0.0,0.0008215239268843705,0.0
105,0,34,0.0,0.002327651126172383,0.0
261,0,15,0.0,0.0010269049086054631,0.0
22,0,76,0.0,0.00520298487026768,0.0
255,0,12,0.0,0.0008215239268843705,0.0
12,0,98,0.0,0.0067091120695556925,0.0
136,0,32,0.0,0.0021907304716916546,0.0
101,0,33,0.0,0.002259190798932019,0.0
286,0,27,0.0,0.0018484288354898336,0.0
134,0,14,0.0,0.0009584445813650989,0.0
204,0,15,0.0,0.0010269049086054631,0.0
140,0,29,0.0,0.001985349489970562,0.0
224,0,22,0.0,0.0015061271992880126,0.0
222,0,26,0.0,0.0017799685082494695,0.0
17,0,64,0.0,0.004381460943383309,0.0
190,0,25,0.0,0.0017115081810091053,0.0
81,0,38,0.0,0.00260149243513384,0.0
283,0,17,0.0,0.0011638255630861914,0.0
173,0,21,0.0,0.0014376668720476485,0.0
73,0,60,0.0,0.004107619634421853,0.0
342,0,11,0.0,0.0007530635996440063,0.0
91,0,28,0.0,0.0019168891627301978,0.0
14,0,87,0.0,0.005956048469911686,0.0
156,0,26,0.0,0.0017799685082494695,0.0
63,0,34,0.0,0.002327651126172383,0.0
211,0,20,0.0,0.0013692065448072841,0.0
256,0,17,0.0,0.0011638255630861914,0.0
257,0,24,0.0,0.001643047853768741,0.0
168,0,25,0.0,0.0017115081810091053,0.0
92,0,36,0.0,0.0024645717806531116,0.0
270,0,13,0.0,0.0008899842541247347,0.0
90,0,32,0.0,0.0021907304716916546,0.0
316,0,15,0.0,0.0010269049086054631,0.0
295,0,13,0.0,0.0008899842541247347,0.0
296,0,13,0.0,0.0008899842541247347,0.0
355,0,4,0.0,0.0002738413089614568,0.0
297,0,15,0.0,0.0010269049086054631,0.0
171,0,32,0.0,0.0021907304716916546,0.0
19,0,66,0.0,0.004518381597864038,0.0
315,0,16,0.0,0.0010953652358458273,0.0
38,0,50,0.0,0.0034230163620182106,0.0
351,0,15,0.0,0.0010269049086054631,0.0
215,0,14,0.0,0.0009584445813650989,0.0
235,0,25,0.0,0.0017115081810091053,0.0
41,0,56,0.0,0.0038337783254603955,0.0
322,0,18,0.0,0.0012322858903265558,0.0
