topic,rank,word,word_lemma,word_pos,weight
3,57,fille,fille,NOUN,0.0022182742588909695
3,58,fils ciel,fils,NOUN,0.002199090456113343
3,59,pays,pays,NOUN,0.002178961065895955
3,60,maitre,maitre,NOUN,0.002178872134040099
3,61,eh,eh,INTJ,0.0021671897294863515
3,62,hommes,homme,NOUN,0.002150071591777785
3,63,soldat,soldat,NOUN,0.002145525101812338
3,64,voyez,voir,VERB,0.0021389358472570313
3,65,na,na,PROPN,0.002137604496693148
3,66,francisco,francisco,NOUN,0.0021307502521636205
3,67,ten,ten,PROPN,0.002128804892184634
3,68,brahmane,brahmane,PROPN,0.00212593078507383
3,69,cest pourquoi,cest,VERB,0.0021054623309640255
3,70,umaras,umara,NOUN,0.0021052922278970445
3,71,charles,charles,PROPN,0.0020996289292677032
3,72,dagobert,dagobert,NOUN,0.0020850563220829905
3,73,lempire,lempire,NOUN,0.0020810699126742284
3,74,kadapa,kadapa,PROPN,0.0020783546393743062
3,75,aujourdhui,aujourdhui,ADV,0.0020766227550598326
3,76,dieu,dieu,NOUN,0.0020687892787153027
3,77,prince toza,princ,ADJ,0.002040973788724331
3,78,palais,palais,NOUN,0.002037346116059242
3,79,seulement,seulement,ADV,0.0020299714933452264
3,80,mere,mere,NOUN,0.0020118615822257357
3,81,grand mogol,grand,ADJ,0.0020084977653794154
3,82,lun,lun,PROPN,0.0020074494099957913
3,83,ciel,ciel,NOUN,0.0019935392223880757
3,84,rang,rang,NOUN,0.001986953684451701
3,85,pepin,pepin,NOUN,0.001976170416194643
3,86,bourreau,bourreau,NOUN,0.001967244528230803
3,87,joie,joie,NOUN,0.0019660898698076502
3,88,nababs,nabab,NOUN,0.001950709709073075
3,89,paroles,parole,NOUN,0.0019492347566389782
3,90,politique,politique,ADJ,0.0019487194251019046
3,91,vivement,vivement,ADV,0.0019483645575477534
3,92,moment,moment,NOUN,0.0019406860077226889
3,93,francisco baretto,francisco,NOUN,0.001933467011568518
3,94,sil,sil,PRON,0.0019317046566729669
3,95,dat,dat,X,0.0019170684174036013
3,96,rugoonat dat,rugoonat,NOUN,0.0019170684174036013
3,97,conseille,conseiller,VERB,0.001913083714904571
3,98,jure,jurer,VERB,0.0019054190554726714
3,99,rugoonat,rugoonat,NOUN,0.0019014353598840808
3,100,dune voix,dune,ADP,0.0018968967364997107
3,101,loo,loo,PRON,0.0018882371281060035
3,102,chateau,chateau,NOUN,0.0018876442198875445
3,103,cependant,cependant,ADV,0.0018834262170819495
3,104,jetant,jeter,VERB,0.0018798974676430078
3,105,traitre,traitre,NOUN,0.0018781984416104075
3,106,volonte,volonte,NOUN,0.0018722079818775299
3,107,ecoute,ecoute,VERB,0.0018481212178885612
3,108,keis,keis,PROPN,0.001845319032005634
3,109,soubabs,soubab,NOUN,0.0018294246351083434
3,110,donne,donne,VERB,0.0018162321069078902
3,111,dabord,dabord,ADV,0.0018146720490259066
3,112,ennemis,ennemi,NOUN,0.0018098756957817634
3,113,salabetcingh,salabetcingh,NOUN,0.0018086580345626788
3,114,yodogimi,yodogimi,ADJ,0.0017972801382130834
3,115,colere,colere,NOUN,0.0017968544378916735
3,116,sandai,sandai,VERB,0.0017934445235124575
3,117,gloire,gloire,NOUN,0.001789016875463153
3,118,torture,torture,NOUN,0.001787459702498459
3,119,nest,nest,PROPN,0.0017842416854975578
3,120,partir,partir,VERB,0.001776897593559454
4,1,soleil,soleil,NOUN,0.006910852584869835
4,2,pleur,pleur,NOUN,0.0057091879472754205
4,3,vent,vent,NOUN,0.005590795791587685
4,4,ciel,ciel,NOUN,0.0053538401484133
4,5,fleurs,fleur,NOUN,0.005340134871192531
4,6,feuilles,feuille,NOUN,0.004240111752224651
4,7,lair,lair,NOUN,0.004156000353574015
4,8,rose,rose,NOUN,0.004083169028779688
4,9,ailes,aile,NOUN,0.003960286362438618
4,10,doux,doux,ADJ,0.003959167304895035
4,11,jardin,jardin,NOUN,0.003946321892583888
4,12,lautomne,lautomne,NOUN,0.003927721993071025
4,13,dor,dor,NOUN,0.0038995599548437426
4,14,lumiere,lumiere,NOUN,0.003870148650695378
4,15,pluie,pluie,NOUN,0.0036707300986218074
4,16,soir,soir,NOUN,0.003539490044275306
4,17,leau,leau,NOUN,0.003536605766456503
4,18,province,province,NOUN,0.003515096530830907
4,19,oiseaux,oiseau,NOUN,0.003345074765696115
4,20,lazur,lazur,NOUN,0.003340226650504539
4,21,lune,lune,NOUN,0.0033219985104143033
4,22,semble,sembler,VERB,0.003279125826866585
4,23,dargent,dargent,NOUN,0.0031818117871616723
4,24,nuit,nuit,NOUN,0.0031712434102636727
4,25,toits,toit,NOUN,0.003157709931679082
4,26,noir,noir,ADJ,0.0031399249239330816
4,27,jardins,jardin,NOUN,0.0031278001008776405
4,28,feuille,feuille,NOUN,0.0031217322018137553
4,29,printemps,printemps,NOUN,0.0031074651498056243
4,30,arbres,arbre,NOUN,0.003097800324625542
4,31,lespace,lespace,NOUN,0.003054686252517357
4,32,roses,rose,NOUN,0.003012756594477067
4,33,parfums,parfum,NOUN,0.0029564083954324518
4,34,beaux,beal,ADJ,0.0028722981639876053
4,35,bruit,bruit,NOUN,0.002860401145228441
4,36,font,faire,VERB,0.0028268913245650383
4,37,feuillage,feuillage,NOUN,0.0027954829117497262
4,38,lherbe,lherbe,NOUN,0.002785375192451045
4,39,reve,reve,NOUN,0.0027803537885230743
4,40,gris,gris,ADJ,0.002775076208550716
4,41,rayons,rayon,NOUN,0.00276521600824242
4,42,frais,frais,NOUN,0.002748228033879126
4,43,ciels,ciel,NOUN,0.002740358389026069
4,44,long,long,ADJ,0.0027267707763685973
4,45,bleus,bleu,ADJ,0.0027122424983210313
4,46,pigeon,pigeon,NOUN,0.002691601670578658
4,47,lheure,lheure,NOUN,0.002636926500948892
4,48,brume,brume,NOUN,0.0026255565753634928
4,49,matin,matin,NOUN,0.0025863472231704336
4,50,mikalaki,mikalaki,VERB,0.002563603247328158
4,51,loiseau,loiseau,NOUN,0.0025375272546614962
4,52,douceur,douceur,NOUN,0.002492524437208348
